CBSA,CBSA Geography,Population Estimate,Year
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",417668,2014
34900,"Napa, CA Metro Area",141667,2014
34940,"Naples-Immokalee-Marco Island, FL Metro Area",348777,2014
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1792649,2014
35100,"New Bern, NC Metro Area",127534,2014
35300,"New Haven-Milford, CT Metro Area",861277,2014
35380,"New Orleans-Metairie, LA Metro Area",1251849,2014
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20092883,2014
35660,"Niles-Benton Harbor, MI Metro Area",155233,2014
35840,"North Port-Sarasota-Bradenton, FL Metro Area",748708,2014
35980,"Norwich-New London, CT Metro Area",273676,2014
36100,"Ocala, FL Metro Area",339167,2014
36140,"Ocean City, NJ Metro Area",95344,2014
36220,"Odessa, TX Metro Area",153904,2014
36260,"Ogden-Clearfield, UT Metro Area",632293,2014
36420,"Oklahoma City, OK Metro Area",1336767,2014
36500,"Olympia-Tumwater, WA Metro Area",265851,2014
36540,"Omaha-Council Bluffs, NE-IA Metro Area",904421,2014
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2321418,2014
36780,"Oshkosh-Neenah, WI Metro Area",169511,2014
36980,"Owensboro, KY Metro Area",116506,2014
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",846178,2014
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",556885,2014
37460,"Panama City, FL Metro Area",194929,2014
37620,"Parkersburg-Vienna, WV Metro Area",92082,2014
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",474081,2014
37900,"Peoria, IL Metro Area",380040,2014
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6051170,2014
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4489109,2014
38220,"Pine Bluff, AR Metro Area",94716,2014
38300,"Pittsburgh, PA Metro Area",2355968,2014
38340,"Pittsfield, MA Metro Area",128715,2014
38540,"Pocatello, ID Metro Area",83347,2014
38860,"Portland-South Portland, ME Metro Area",523552,2014
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2348247,2014
38940,"Port St. Lucie, FL Metro Area",444420,2014
39140,"Prescott, AZ Metro Area",218844,2014
39300,"Providence-Warwick, RI-MA Metro Area",1609367,2014
39340,"Provo-Orem, UT Metro Area",571460,2014
39380,"Pueblo, CO Metro Area",161875,2014
39460,"Punta Gorda, FL Metro Area",168474,2014
39540,"Racine, WI Metro Area",195163,2014
39580,"Raleigh, NC Metro Area",1242974,2014
39660,"Rapid City, SD Metro Area",143638,2014
39740,"Reading, PA Metro Area",413691,2014
39820,"Redding, CA Metro Area",179804,2014
39900,"Reno, NV Metro Area",443990,2014
40060,"Richmond, VA Metro Area",1260029,2014
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4441890,2014
40220,"Roanoke, VA Metro Area",313388,2014
40340,"Rochester, MN Metro Area",212778,2014
40380,"Rochester, NY Metro Area",1083393,2014
40420,"Rockford, IL Metro Area",342411,2014
40580,"Rocky Mount, NC Metro Area",149290,2014
40660,"Rome, GA Metro Area",96063,2014
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2244397,2014
40980,"Saginaw, MI Metro Area",195012,2014
41060,"St. Cloud, MN Metro Area",192418,2014
41100,"St. George, UT Metro Area",151948,2014
41140,"St. Joseph, MO-KS Metro Area",127431,2014
41180,"St. Louis, MO-IL Metro Area",2806207,2014
41420,"Salem, OR Metro Area",404026,2014
41500,"Salinas, CA Metro Area",431344,2014
41540,"Salisbury, MD-DE Metro Area",389922,2014
41620,"Salt Lake City, UT Metro Area",1153340,2014
41660,"San Angelo, TX Metro Area",118182,2014
41700,"San Antonio-New Braunfels, TX Metro Area",2328652,2014
41740,"San Diego-Carlsbad, CA Metro Area",3263431,2014
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4594060,2014
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1952872,2014
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",279083,2014
42100,"Santa Cruz-Watsonville, CA Metro Area",271804,2014
42140,"Santa Fe, NM Metro Area",148164,2014
42200,"Santa Maria-Santa Barbara, CA Metro Area",440668,2014
42220,"Santa Rosa, CA Metro Area",500292,2014
42340,"Savannah, GA Metro Area",372708,2014
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",559679,2014
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3671478,2014
42680,"Sebastian-Vero Beach, FL Metro Area",144755,2014
42700,"Sebring, FL Metro Area",98236,2014
43100,"Sheboygan, WI Metro Area",115290,2014
43300,"Sherman-Denison, TX Metro Area",123534,2014
43340,"Shreveport-Bossier City, LA Metro Area",445142,2014
43420,"Sierra Vista-Douglas, AZ Metro Area",127448,2014
43580,"Sioux City, IA-NE-SD Metro Area",168806,2014
43620,"Sioux Falls, SD Metro Area",248351,2014
43780,"South Bend-Mishawaka, IN-MI Metro Area",319226,2014
43900,"Spartanburg, SC Metro Area",321418,2014
44060,"Spokane-Spokane Valley, WA Metro Area",540953,2014
44100,"Springfield, IL Metro Area",211567,2014
44140,"Springfield, MA Metro Area",629100,2014
44180,"Springfield, MO Metro Area",452297,2014
44220,"Springfield, OH Metro Area",136554,2014
44300,"State College, PA Metro Area",158742,2014
44420,"Staunton-Waynesboro, VA Metro Area",119766,2014
44700,"Stockton-Lodi, CA Metro Area",715597,2014
44940,"Sumter, SC Metro Area",107919,2014
45060,"Syracuse, NY Metro Area",661478,2014
45220,"Tallahassee, FL Metro Area",375751,2014
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2915582,2014
45460,"Terre Haute, IN Metro Area",171480,2014
45500,"Texarkana, TX-AR Metro Area",149235,2014
45540,"The Villages, FL Metro Area",114350,2014
45780,"Toledo, OH Metro Area",607456,2014
45820,"Topeka, KS Metro Area",233758,2014
45940,"Trenton, NJ Metro Area",371537,2014
46060,"Tucson, AZ Metro Area",1004516,2014
46140,"Tulsa, OK Metro Area",969224,2014
46220,"Tuscaloosa, AL Metro Area",237761,2014
46340,"Tyler, TX Metro Area",218842,2014
46520,"Urban Honolulu, HI Metro Area",991788,2014
46540,"Utica-Rome, NY Metro Area",296615,2014
46660,"Valdosta, GA Metro Area",143317,2014
46700,"Vallejo-Fairfield, CA Metro Area",431131,2014
47020,"Victoria, TX Metro Area",98630,2014
47220,"Vineland-Bridgeton, NJ Metro Area",157389,2014
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1716624,2014
47300,"Visalia-Porterville, CA Metro Area",458198,2014
47380,"Waco, TX Metro Area",260430,2014
47460,"Walla Walla, WA Metro Area",63829,2014
47580,"Warner Robins, GA Metro Area",187516,2014
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6033737,2014
47940,"Waterloo-Cedar Falls, IA Metro Area",169993,2014
48060,"Watertown-Fort Drum, NY Metro Area",119103,2014
48140,"Wausau, WI Metro Area",135780,2014
48260,"Weirton-Steubenville, WV-OH Metro Area",121336,2014
48300,"Wenatchee, WA Metro Area",114392,2014
48540,"Wheeling, WV-OH Metro Area",145205,2014
48620,"Wichita, KS Metro Area",641076,2014
48660,"Wichita Falls, TX Metro Area",151536,2014
48700,"Williamsport, PA Metro Area",116508,2014
48900,"Wilmington, NC Metro Area",272548,2014
49020,"Winchester, VA-WV Metro Area",133403,2014
49180,"Winston-Salem, NC Metro Area",655015,2014
49340,"Worcester, MA-CT Metro Area",930473,2014
49420,"Yakima, WA Metro Area",247687,2014
49620,"York-Hanover, PA Metro Area",440755,2014
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",553263,2014
49700,"Yuba City, CA Metro Area",169813,2014
49740,"Yuma, AZ Metro Area",203247,2014
72,Puerto Rico,3548397,2014
72,In metropolitan statistical area,3394621,2014
10380,"Aguadilla-Isabela, PR Metro Area",322641,2014
11640,"Arecibo, PR Metro Area",191864,2014
25020,"Guayama, PR Metro Area",80581,2014
32420,"Mayagüez, PR Metro Area",98661,2014
38660,"Ponce, PR Metro Area",325929,2014
41900,"San Germán, PR Metro Area",132660,2014
41980,"San Juan-Carolina-Caguas, PR Metro Area",2242285,2014
10180,"Abilene, TX Metro Area",167501,2013
10420,"Akron, OH Metro Area",705686,2013
10500,"Albany, GA Metro Area",155694,2013
10540,"Albany, OR Metro Area",118765,2013
10580,"Albany-Schenectady-Troy, NY Metro Area",877905,2013
10740,"Albuquerque, NM Metro Area",902797,2013
10780,"Alexandria, LA Metro Area",154753,2013
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",827048,2013
11020,"Altoona, PA Metro Area",126314,2013
11100,"Amarillo, TX Metro Area",258196,2013
11180,"Ames, IA Metro Area",92406,2013
11260,"Anchorage, AK Metro Area",396142,2013
11460,"Ann Arbor, MI Metro Area",354240,2013
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",116736,2013
11540,"Appleton, WI Metro Area",229962,2013
11700,"Asheville, NC Metro Area",437657,2013
12020,"Athens-Clarke County, GA Metro Area",197905,2013
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5522942,2013
12100,"Atlantic City-Hammonton, NJ Metro Area",275862,2013
12220,"Auburn-Opelika, AL Metro Area",150933,2013
12260,"Augusta-Richmond County, GA-SC Metro Area",580270,2013
12420,"Austin-Round Rock, TX Metro Area",1883051,2013
12540,"Bakersfield, CA Metro Area",864124,2013
12580,"Baltimore-Columbia-Towson, MD Metro Area",2770738,2013
12620,"Bangor, ME Metro Area",153364,2013
12700,"Barnstable Town, MA Metro Area",214990,2013
12940,"Baton Rouge, LA Metro Area",820159,2013
12980,"Battle Creek, MI Metro Area",135012,2013
13020,"Bay City, MI Metro Area",106832,2013
13140,"Beaumont-Port Arthur, TX Metro Area",404872,2013
13220,"Beckley, WV Metro Area",124432,2013
13380,"Bellingham, WA Metro Area",206353,2013
13460,"Bend-Redmond, OR Metro Area",165954,2013
13740,"Billings, MT Metro Area",165361,2013
13780,"Binghamton, NY Metro Area",247777,2013
13820,"Birmingham-Hoover, AL Metro Area",1140300,2013
13900,"Bismarck, ND Metro Area",123751,2013
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",180351,2013
14010,"Bloomington, IL Metro Area",191067,2013
14020,"Bloomington, IN Metro Area",163089,2013
14100,"Bloomsburg-Berwick, PA Metro Area",85338,2013
14260,"Boise City, ID Metro Area",650288,2013
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4684299,2013
14500,"Boulder, CO Metro Area",310048,2013
14540,"Bowling Green, KY Metro Area",163536,2013
14740,"Bremerton-Silverdale, WA Metro Area",253968,2013
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",939904,2013
15180,"Brownsville-Harlingen, TX Metro Area",417276,2013
15260,"Brunswick, GA Metro Area",113807,2013
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1134115,2013
15500,"Burlington, NC Metro Area",154378,2013
15540,"Burlington-South Burlington, VT Metro Area",214796,2013
15680,"California-Lexington Park, MD Metro Area",109633,2013
15940,"Canton-Massillon, OH Metro Area",403707,2013
15980,"Cape Coral-Fort Myers, FL Metro Area",661115,2013
16020,"Cape Girardeau, MO-IL Metro Area",97439,2013
16060,"Carbondale-Marion, IL Metro Area",126738,2013
16180,"Carson City, NV Metro Area",54080,2013
16220,"Casper, WY Metro Area",80973,2013
16300,"Cedar Rapids, IA Metro Area",262421,2013
16540,"Chambersburg-Waynesboro, PA Metro Area",152085,2013
16580,"Champaign-Urbana, IL Metro Area",235162,2013
16620,"Charleston, WV Metro Area",224743,2013
16700,"Charleston-North Charleston, SC Metro Area",712220,2013
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2335358,2013
16820,"Charlottesville, VA Metro Area",224055,2013
16860,"Chattanooga, TN-GA Metro Area",541744,2013
16940,"Cheyenne, WY Metro Area",95809,2013
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9537289,2013
17020,"Chico, CA Metro Area",222090,2013
17140,"Cincinnati, OH-KY-IN Metro Area",2137406,2013
17300,"Clarksville, TN-KY Metro Area",272579,2013
17420,"Cleveland, TN Metro Area",118538,2013
17460,"Cleveland-Elyria, OH Metro Area",2064725,2013
17660,"Coeur d'Alene, ID Metro Area",144265,2013
17780,"College Station-Bryan, TX Metro Area",236819,2013
17820,"Colorado Springs, CO Metro Area",678319,2013
17860,"Columbia, MO Metro Area",170773,2013
17900,"Columbia, SC Metro Area",793779,2013
17980,"Columbus, GA-AL Metro Area",316554,2013
18020,"Columbus, IN Metro Area",79587,2013
18140,"Columbus, OH Metro Area",1967066,2013
18580,"Corpus Christi, TX Metro Area",442600,2013
18700,"Corvallis, OR Metro Area",86591,2013
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",253618,2013
19060,"Cumberland, MD-WV Metro Area",101225,2013
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6810913,2013
19140,"Dalton, GA Metro Area",142212,2013
19180,"Danville, IL Metro Area",80329,2013
19300,"Daphne-Fairhope-Foley, AL Metro Area",195540,2013
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",383681,2013
19380,"Dayton, OH Metro Area",802489,2013
19460,"Decatur, AL Metro Area",153374,2013
19500,"Decatur, IL Metro Area",109278,2013
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",600756,2013
19740,"Denver-Aurora-Lakewood, CO Metro Area",2697476,2013
19780,"Des Moines-West Des Moines, IA Metro Area",599789,2013
19820,"Detroit-Warren-Dearborn, MI Metro Area",4294983,2013
20020,"Dothan, AL Metro Area",147691,2013
20100,"Dover, DE Metro Area",169416,2013
20220,"Dubuque, IA Metro Area",95697,2013
20260,"Duluth, MN-WI Metro Area",279887,2013
20500,"Durham-Chapel Hill, NC Metro Area",534578,2013
20700,"East Stroudsburg, PA Metro Area",167148,2013
20740,"Eau Claire, WI Metro Area",164570,2013
20940,"El Centro, CA Metro Area",176584,2013
21060,"Elizabethtown-Fort Knox, KY Metro Area",151465,2013
21140,"Elkhart-Goshen, IN Metro Area",200563,2013
21300,"Elmira, NY Metro Area",88506,2013
21340,"El Paso, TX Metro Area",831036,2013
21500,"Erie, PA Metro Area",280294,2013
21660,"Eugene, OR Metro Area",356212,2013
21780,"Evansville, IN-KY Metro Area",314280,2013
21820,"Fairbanks, AK Metro Area",100436,2013
22020,"Fargo, ND-MN Metro Area",223490,2013
22140,"Farmington, NM Metro Area",126503,2013
22180,"Fayetteville, NC Metro Area",377193,2013
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",491966,2013
22380,"Flagstaff, AZ Metro Area",136539,2013
22420,"Flint, MI Metro Area",415376,2013
22500,"Florence, SC Metro Area",206261,2013
22520,"Florence-Muscle Shoals, AL Metro Area",147317,2013
22540,"Fond du Lac, WI Metro Area",101798,2013
22660,"Fort Collins, CO Metro Area",315988,2013
22900,"Fort Smith, AR-OK Metro Area",279974,2013
23060,"Fort Wayne, IN Metro Area",424122,2013
23420,"Fresno, CA Metro Area",955272,2013
23460,"Gadsden, AL Metro Area",103931,2013
23540,"Gainesville, FL Metro Area",270382,2013
23580,"Gainesville, GA Metro Area",187745,2013
23900,"Gettysburg, PA Metro Area",101546,2013
24020,"Glens Falls, NY Metro Area",128430,2013
24140,"Goldsboro, NC Metro Area",124583,2013
24220,"Grand Forks, ND-MN Metro Area",100748,2013
24260,"Grand Island, NE Metro Area",83989,2013
24300,"Grand Junction, CO Metro Area",147554,2013
24340,"Grand Rapids-Wyoming, MI Metro Area",1016603,2013
24420,"Grants Pass, OR Metro Area",83306,2013
24500,"Great Falls, MT Metro Area",82384,2013
24540,"Greeley, CO Metro Area",269785,2013
24580,"Green Bay, WI Metro Area",312409,2013
24660,"Greensboro-High Point, NC Metro Area",741065,2013
24780,"Greenville, NC Metro Area",174263,2013
24860,"Greenville-Anderson-Mauldin, SC Metro Area",850965,2013
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",382516,2013
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",258294,2013
25220,"Hammond, LA Metro Area",125412,2013
25260,"Hanford-Corcoran, CA Metro Area",150960,2013
25420,"Harrisburg-Carlisle, PA Metro Area",557711,2013
25500,"Harrisonburg, VA Metro Area",129136,2013
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1215211,2013
25620,"Hattiesburg, MS Metro Area",147991,2013
25860,"Hickory-Lenoir-Morganton, NC Metro Area",363572,2013
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",198467,2013
25980,"Hinesville, GA Metro Area",80759,2013
26140,"Homosassa Springs, FL Metro Area",139271,2013
26300,"Hot Springs, AR Metro Area",97173,2013
26380,"Houma-Thibodaux, LA Metro Area",209890,2013
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6313158,2013
26580,"Huntington-Ashland, WV-KY-OH Metro Area",364101,2013
26620,"Huntsville, AL Metro Area",435737,2013
26820,"Idaho Falls, ID Metro Area",137073,2013
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1953961,2013
26980,"Iowa City, IA Metro Area",161170,2013
27060,"Ithaca, NY Metro Area",103617,2013
27100,"Jackson, MI Metro Area",160369,2013
27140,"Jackson, MS Metro Area",576382,2013
27180,"Jackson, TN Metro Area",130645,2013
27260,"Jacksonville, FL Metro Area",1394624,2013
27340,"Jacksonville, NC Metro Area",185220,2013
27500,"Janesville-Beloit, WI Metro Area",160739,2013
27620,"Jefferson City, MO Metro Area",150494,2013
27740,"Johnson City, TN Metro Area",200966,2013
27780,"Johnstown, PA Metro Area",140499,2013
27860,"Jonesboro, AR Metro Area",125633,2013
27900,"Joplin, MO Metro Area",175243,2013
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",160292,2013
28020,"Kalamazoo-Portage, MI Metro Area",332180,2013
28100,"Kankakee, IL Metro Area",112120,2013
28140,"Kansas City, MO-KS Metro Area",2054473,2013
28420,"Kennewick-Richland, WA Metro Area",271124,2013
28660,"Killeen-Temple, TX Metro Area",423257,2013
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",308283,2013
28740,"Kingston, NY Metro Area",180998,2013
28940,"Knoxville, TN Metro Area",852715,2013
29020,"Kokomo, IN Metro Area",82760,2013
29100,"La Crosse-Onalaska, WI-MN Metro Area",135512,2013
29180,"Lafayette, LA Metro Area",479116,2013
29200,"Lafayette-West Lafayette, IN Metro Area",209027,2013
29340,"Lake Charles, LA Metro Area",202040,2013
29420,"Lake Havasu City-Kingman, AZ Metro Area",203030,2013
29460,"Lakeland-Winter Haven, FL Metro Area",623009,2013
29540,"Lancaster, PA Metro Area",529600,2013
29620,"Lansing-East Lansing, MI Metro Area",467321,2013
29700,"Laredo, TX Metro Area",262495,2013
29740,"Las Cruces, NM Metro Area",213460,2013
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2027868,2013
29940,"Lawrence, KS Metro Area",114322,2013
30020,"Lawton, OK Metro Area",131089,2013
30140,"Lebanon, PA Metro Area",135486,2013
30300,"Lewiston, ID-WA Metro Area",62025,2013
30340,"Lewiston-Auburn, ME Metro Area",107604,2013
30460,"Lexington-Fayette, KY Metro Area",489435,2013
30620,"Lima, OH Metro Area",105298,2013
30700,"Lincoln, NE Metro Area",314125,2013
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",724385,2013
30860,"Logan, UT-ID Metro Area",129763,2013
30980,"Longview, TX Metro Area",216530,2013
31020,"Longview, WA Metro Area",101860,2013
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13131431,2013
31140,"Louisville/Jefferson County, KY-IN Metro Area",1262261,2013
31180,"Lubbock, TX Metro Area",301038,2013
31340,"Lynchburg, VA Metro Area",256455,2013
31420,"Macon, GA Metro Area",231259,2013
31460,"Madera, CA Metro Area",152389,2013
31540,"Madison, WI Metro Area",627431,2013
31700,"Manchester-Nashua, NH Metro Area",403985,2013
31740,"Manhattan, KS Metro Area",98085,2013
31860,"Mankato-North Mankato, MN Metro Area",98560,2013
31900,"Mansfield, OH Metro Area",121773,2013
32580,"McAllen-Edinburg-Mission, TX Metro Area",815996,2013
32780,"Medford, OR Metro Area",208545,2013
32820,"Memphis, TN-MS-AR Metro Area",1341746,2013
32900,"Merced, CA Metro Area",263228,2013
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5828191,2013
33140,"Michigan City-La Porte, IN Metro Area",111281,2013
33220,"Midland, MI Metro Area",83919,2013
33260,"Midland, TX Metro Area",156780,2013
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1569659,2013
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3459146,2013
33540,"Missoula, MT Metro Area",111807,2013
33660,"Mobile, AL Metro Area",414079,2013
33700,"Modesto, CA Metro Area",525491,2013
33740,"Monroe, LA Metro Area",178564,2013
33780,"Monroe, MI Metro Area",150376,2013
33860,"Montgomery, AL Metro Area",373510,2013
34060,"Morgantown, WV Metro Area",136133,2013
34100,"Morristown, TN Metro Area",115197,2013
34580,"Mount Vernon-Anacortes, WA Metro Area",118837,2013
34620,"Muncie, IN Metro Area",117484,2013
34740,"Muskegon, MI Metro Area",171008,2013
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",404951,2013
34900,"Napa, CA Metro Area",140326,2013
34940,"Naples-Immokalee-Marco Island, FL Metro Area",339642,2013
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1757912,2013
35100,"New Bern, NC Metro Area",127657,2013
35300,"New Haven-Milford, CT Metro Area",862287,2013
35380,"New Orleans-Metairie, LA Metro Area",1240977,2013
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19949502,2013
35660,"Niles-Benton Harbor, MI Metro Area",155252,2013
35840,"North Port-Sarasota-Bradenton, FL Metro Area",732535,2013
35980,"Norwich-New London, CT Metro Area",274150,2013
36100,"Ocala, FL Metro Area",337362,2013
36140,"Ocean City, NJ Metro Area",95897,2013
36220,"Odessa, TX Metro Area",149378,2013
36260,"Ogden-Clearfield, UT Metro Area",621580,2013
36420,"Oklahoma City, OK Metro Area",1319677,2013
36500,"Olympia-Tumwater, WA Metro Area",262388,2013
36540,"Omaha-Council Bluffs, NE-IA Metro Area",895151,2013
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2267846,2013
36780,"Oshkosh-Neenah, WI Metro Area",169541,2013
36980,"Owensboro, KY Metro Area",116401,2013
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",839620,2013
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",550823,2013
37460,"Panama City, FL Metro Area",190816,2013
37620,"Parkersburg-Vienna, WV Metro Area",92470,2013
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",466913,2013
37900,"Peoria, IL Metro Area",382114,2013
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6034678,2013
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4398762,2013
38220,"Pine Bluff, AR Metro Area",95815,2013
38300,"Pittsburgh, PA Metro Area",2360867,2013
38340,"Pittsfield, MA Metro Area",129585,2013
38540,"Pocatello, ID Metro Area",83249,2013
38860,"Portland-South Portland, ME Metro Area",519900,2013
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2314554,2013
38940,"Port St. Lucie, FL Metro Area",438095,2013
39140,"Prescott, AZ Metro Area",215133,2013
39300,"Providence-Warwick, RI-MA Metro Area",1604291,2013
39340,"Provo-Orem, UT Metro Area",562239,2013
39380,"Pueblo, CO Metro Area",161451,2013
39460,"Punta Gorda, FL Metro Area",164736,2013
39540,"Racine, WI Metro Area",195041,2013
39580,"Raleigh, NC Metro Area",1214516,2013
39660,"Rapid City, SD Metro Area",141431,2013
39740,"Reading, PA Metro Area",413521,2013
39820,"Redding, CA Metro Area",178980,2013
39900,"Reno, NV Metro Area",437673,2013
40060,"Richmond, VA Metro Area",1245764,2013
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4380878,2013
40220,"Roanoke, VA Metro Area",311835,2013
40340,"Rochester, MN Metro Area",211853,2013
40380,"Rochester, NY Metro Area",1083278,2013
40420,"Rockford, IL Metro Area",344623,2013
40580,"Rocky Mount, NC Metro Area",150667,2013
40660,"Rome, GA Metro Area",95821,2013
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2215770,2013
40980,"Saginaw, MI Metro Area",196542,2013
41060,"St. Cloud, MN Metro Area",191306,2013
41100,"St. George, UT Metro Area",147800,2013
41140,"St. Joseph, MO-KS Metro Area",127767,2013
41180,"St. Louis, MO-IL Metro Area",2801056,2013
41420,"Salem, OR Metro Area",400408,2013
41500,"Salinas, CA Metro Area",428826,2013
41540,"Salisbury, MD-DE Metro Area",385438,2013
41620,"Salt Lake City, UT Metro Area",1140483,2013
41660,"San Angelo, TX Metro Area",116566,2013
41700,"San Antonio-New Braunfels, TX Metro Area",2277550,2013
41740,"San Diego-Carlsbad, CA Metro Area",3211252,2013
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4516276,2013
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1919641,2013
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",276443,2013
42100,"Santa Cruz-Watsonville, CA Metro Area",269419,2013
42140,"Santa Fe, NM Metro Area",147423,2013
42200,"Santa Maria-Santa Barbara, CA Metro Area",435697,2013
42220,"Santa Rosa, CA Metro Area",495025,2013
42340,"Savannah, GA Metro Area",366047,2013
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",562037,2013
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3610105,2013
42680,"Sebastian-Vero Beach, FL Metro Area",141994,2013
42700,"Sebring, FL Metro Area",97616,2013
43100,"Sheboygan, WI Metro Area",114922,2013
43300,"Sherman-Denison, TX Metro Area",122353,2013
43340,"Shreveport-Bossier City, LA Metro Area",446471,2013
43420,"Sierra Vista-Douglas, AZ Metro Area",129473,2013
43580,"Sioux City, IA-NE-SD Metro Area",168714,2013
43620,"Sioux Falls, SD Metro Area",243513,2013
43780,"South Bend-Mishawaka, IN-MI Metro Area",318619,2013
43900,"Spartanburg, SC Metro Area",318999,2013
44060,"Spokane-Spokane Valley, WA Metro Area",535724,2013
44100,"Springfield, IL Metro Area",211752,2013
44140,"Springfield, MA Metro Area",626915,2013
44180,"Springfield, MO Metro Area",448744,2013
44220,"Springfield, OH Metro Area",136167,2013
44300,"State College, PA Metro Area",155403,2013
44420,"Staunton-Waynesboro, VA Metro Area",119525,2013
44700,"Stockton-Lodi, CA Metro Area",704379,2013
44940,"Sumter, SC Metro Area",108123,2013
45060,"Syracuse, NY Metro Area",661934,2013
45220,"Tallahassee, FL Metro Area",373255,2013
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2870569,2013
45460,"Terre Haute, IN Metro Area",172195,2013
45500,"Texarkana, TX-AR Metro Area",149619,2013
45540,"The Villages, FL Metro Area",107056,2013
45780,"Toledo, OH Metro Area",608145,2013
45820,"Topeka, KS Metro Area",234203,2013
45940,"Trenton, NJ Metro Area",370414,2013
46060,"Tucson, AZ Metro Area",996554,2013
46140,"Tulsa, OK Metro Area",961561,2013
46220,"Tuscaloosa, AL Metro Area",235628,2013
46340,"Tyler, TX Metro Area",216080,2013
46520,"Urban Honolulu, HI Metro Area",983429,2013
46540,"Utica-Rome, NY Metro Area",297766,2013
46660,"Valdosta, GA Metro Area",142897,2013
46700,"Vallejo-Fairfield, CA Metro Area",424788,2013
47020,"Victoria, TX Metro Area",97493,2013
47220,"Vineland-Bridgeton, NJ Metro Area",157332,2013
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1707369,2013
